Source_genome,Source_chromosome,Chunk_size,Chunk_id,NZ_CP038663.1|1Deinococcus_radiodurans,NZ_CP038664.1|1Deinococcus_radiodurans,NZ_CP038665.1|1Deinococcus_radiodurans,NZ_CP038666.1|1Deinococcus_radiodurans,U00096.3|Escherichia_coli_ASM584v2,CP035288.1|GCA_006094375.1_ASM609437v1_genomic,CP035289.1|GCA_006094375.1_ASM609437v1_genomic,CP035290.1|GCA_006094375.1_ASM609437v1_genomic,NZ_CP055055.1|GCF_022354085.1_ASM2235408v1_genomic,NZ_CP055056.1|GCF_022354085.1_ASM2235408v1_genomic
Escherichia_coli_ASM584v2,U00096.3,100,4,-1910.5027547104814,-1066.7142821801783,-830.9956872375541,-1022.8567468418438,-1206.8456795119766,-1979.2958426608884,-inf,-inf,-1634.4950356806166,-951.0927419773448
Escherichia_coli_ASM584v2,U00096.3,100,5,-3244.251570458313,-1980.4037204953047,-1931.2004132462707,-1386.5692633889341,-394.5303127844228,-inf,-1913.9239116626165,-16060.835653819751,-666.6690067619577,-483.52760940823805
Escherichia_coli_ASM584v2,U00096.3,100,6,-3035.0568844819,-2818.6926972040515,-1924.4666993951578,-1332.0407682135058,-1117.2713419600439,-1676.6553334872317,-1487.5935169797015,-6275.932942919175,-603.573059203575,-513.4355550838181
Escherichia_coli_ASM584v2,U00096.3,100,7,-1137.5954087096557,-891.762482585282,-492.178258697605,-754.1614850003884,-709.0846786692607,-4446.73450815446,-11267.302869201114,-18724.014928836175,-881.5906206639731,-616.948939480026
Escherichia_coli_ASM584v2,U00096.3,100,8,-7313.331296997062,-3930.541269391398,-2647.81016679552,-1635.0109249456027,-819.5938009614079,-2019.5184179450246,-8547.452662596377,-42071.83964224633,-656.2264765445029,-1118.4543708963213
Escherichia_coli_ASM584v2,U00096.3,100,9,-2469.687207939724,-3405.7229026189507,-2539.207615205998,-2128.367561444338,-727.2553301831535,-778.1272786469981,-916.3919583351806,-7938.332604415858,-530.1906588206059,-1385.0784426412897
Escherichia_coli_ASM584v2,U00096.3,100,10,-1348.732813272377,-551.6985545256252,-807.5613776192886,-749.0435708432041,-527.653497279297,-1929.3257837841804,-inf,-16028.155529905587,-577.3357138147001,-602.5203138448246
Escherichia_coli_ASM584v2,U00096.3,100,11,-4221.66687069811,-2009.353666588226,-1292.4084180575978,-1954.1023649324047,-447.1257482282724,-1920.559305079207,-5415.444744048499,-inf,-524.8118579580105,-420.78855434497467
Escherichia_coli_ASM584v2,U00096.3,100,12,-2097.470961025743,-inf,-1483.239331243174,-1541.826558190883,-681.630355432738,-1352.0949535891004,-inf,-25038.390475538996,-711.9869348013256,-465.18634954923255
Escherichia_coli_ASM584v2,U00096.3,100,13,-2218.3935073574585,-1902.1931797944985,-2062.7076858537976,-1012.8407646446339,-970.8822093203205,-1218.1837896880709,-inf,-inf,-726.8326383868216,-1027.0082875036953
Escherichia_coli_ASM584v2,U00096.3,100,14,-3435.8433448124138,-1258.6326177306805,-1310.1325559030233,-1602.7351921314594,-882.8910921934964,-inf,-2406.1387444494885,-9498.22418014898,-747.3332169887585,-702.857359196453
Escherichia_coli_ASM584v2,U00096.3,100,15,-1888.362939024756,-1419.0727836520673,-1698.6267197892043,-566.7214120503512,-638.1435266867677,-895.6438030264308,-inf,-inf,-1039.9363755428428,-1400.846963411291
Escherichia_coli_ASM584v2,U00096.3,100,16,-2750.0842214261997,-inf,-1626.475935993093,-890.1323067960608,-2109.4519668947482,-2090.9075805868224,-inf,-inf,-688.5378272685361,-955.9547722889397
Escherichia_coli_ASM584v2,U00096.3,100,17,-864.6755723390702,-2018.2128958308758,-1004.0145600380548,-712.3750948325684,-945.023083892849,-3129.678647134763,-inf,-inf,-1182.7756907878127,-432.3623120176201
Escherichia_coli_ASM584v2,U00096.3,100,18,-3457.146856218325,-1887.199116791909,-1542.3913236956848,-2105.5774852446852,-1002.5247512301169,-1345.5637882679255,-3363.574246607905,-inf,-732.713050840975,-636.6185673718569
Escherichia_coli_ASM584v2,U00096.3,100,19,-1471.3346016304195,-1784.3454944419368,-1119.5489987985331,-477.7616712422488,-454.999659298525,-3431.277786398126,-9060.933201423042,-28147.523225191966,-337.02155142386664,-590.5423230895492
Escherichia_coli_ASM584v2,U00096.3,100,20,-967.4390426717689,-1372.0421719798444,-861.8362284151682,-932.717299353297,-613.3688193829958,-1904.0620916711641,-inf,-inf,-677.7354954418106,-562.2139655081057
Escherichia_coli_ASM584v2,U00096.3,100,21,-3419.0106498125897,-3716.1299882434414,-1845.9223617575983,-1918.1620398288135,-495.8712914599428,-inf,-3769.896401214893,-17653.85028818755,-571.555355800625,-486.8840431247088
Escherichia_coli_ASM584v2,U00096.3,100,22,-1807.479636553422,-1012.605949142428,-952.0099430825113,-591.7298684211081,-598.3152056969316,-915.1132940234061,-6709.949433945085,-20597.55761808107,-305.37987202054836,-835.7389999157442
Escherichia_coli_ASM584v2,U00096.3,100,23,-1905.123693058741,-2386.840180585775,-1228.9304559263314,-1307.87631838181,-814.3514470815776,-1700.5959422272194,-inf,-13762.207659133646,-348.99248534195493,-1024.1220034426253
Escherichia_coli_ASM584v2,U00096.3,100,24,-3177.3449708889816,-761.8509586137548,-559.5298845509618,-1478.8220102578828,-642.2367989419206,-1222.4631223575104,-inf,-inf,-882.6196588801658,-510.618536722349
Escherichia_coli_ASM584v2,U00096.3,100,25,-779.5659132800619,-673.1976618893273,-1228.348988209273,-1385.8663117514327,-485.75394461057067,-inf,-inf,-inf,-783.9694227883313,-476.37778017959954
Escherichia_coli_ASM584v2,U00096.3,100,26,-1913.1974764702436,-2256.681528603543,-1240.4485531724906,-3365.11632143399,-479.1683871574213,-2104.3899531103702,-inf,-inf,-593.3010209091865,-1552.0465344642266
Escherichia_coli_ASM584v2,U00096.3,100,27,-3759.232966950645,-2781.1942838056166,-2480.5274293264247,-2679.37952665034,-454.70112441278815,-1882.3265944043812,-inf,-inf,-529.0324687178222,-192.80781185255438
Escherichia_coli_ASM584v2,U00096.3,100,28,-2226.570468287631,-1355.0228542112975,-716.8057871061204,-2527.6659482934338,-488.6636990000775,-inf,-inf,-inf,-1025.7994682016902,-755.8738925208124
Escherichia_coli_ASM584v2,U00096.3,100,29,-6656.369320153724,-1046.8112355625417,-1873.9854903935004,-1917.6886697703806,-529.3991648532019,-1691.610411999614,-inf,-inf,-1461.891017410173,-740.88229607727
Escherichia_coli_ASM584v2,U00096.3,100,30,-650.9965421038403,-488.48879652751754,-2167.3165158421107,-2539.671551350026,-505.85876950728,-1768.7037292775628,-776.1134829083674,-10057.078934035533,-832.2956215414763,-887.7651690732721
Escherichia_coli_ASM584v2,U00096.3,100,31,-1420.6893558178976,-823.0701564547721,-955.8467444504408,-1441.6204571134626,-886.2346319145222,-3408.5658094036335,-inf,-inf,-731.9369377826756,-1193.5812817074898
Escherichia_coli_ASM584v2,U00096.3,100,32,-715.5220280318839,-546.3500351607345,-423.22304698784296,-1678.813775835083,-499.18358665448494,-1045.9830096601631,-7074.453341232777,-inf,-1211.870164772761,-790.3926987169084
Escherichia_coli_ASM584v2,U00096.3,100,33,-1394.4068298141979,-inf,-1439.9112726690666,-723.5981399964622,-279.9974258842438,-2254.7793728230026,-3574.7453998483993,-inf,-1002.0398117303637,-1165.4736968645211
Escherichia_coli_ASM584v2,U00096.3,100,34,-1947.5885295514713,-2566.6676696382406,-909.2347178942775,-1390.8922051967986,-926.1556652555118,-1013.6725147638515,-inf,-inf,-386.20192325043325,-354.0837295357939
Escherichia_coli_ASM584v2,U00096.3,100,35,-1604.2531725317044,-1059.1332431045184,-1487.947734937033,-913.7514155366898,-1776.9077217924928,-1407.020660302417,-2020.0506442454462,-11766.975837625178,-977.8537396026702,-1350.3179450588286
Escherichia_coli_ASM584v2,U00096.3,100,36,-1887.1174604876278,-1197.8372293554373,-1146.2719722483741,-2522.0796587292157,-235.17165188457722,-1308.0523902594346,-1931.403783025119,-18369.91263556284,-662.8945370630172,-617.7426099974152
Escherichia_coli_ASM584v2,U00096.3,100,37,-941.2056248595104,-662.1872172870421,-680.8099852488558,-1638.8887169689842,-925.6722416709301,-2035.3100442317148,-3992.5186481942164,-inf,-593.7787930266843,-831.7693075174598
Escherichia_coli_ASM584v2,U00096.3,100,38,-951.3516769859143,-2805.0498558136815,-950.4273434146799,-1287.3020106027436,-607.0591431645325,-1187.187497059885,-10133.55661977301,-29270.967753871675,-834.3885579067162,-1218.0732516348346
Escherichia_coli_ASM584v2,U00096.3,100,39,-1700.9926510828773,-1199.03172987699,-1259.6833593213028,-677.9102616854059,-1424.5609226340944,-1091.0720321392196,-2400.5137075710527,-36446.03762874723,-450.29182782636906,-616.9427447983348
Escherichia_coli_ASM584v2,U00096.3,100,40,-1255.5082930851472,-1040.4892487764432,-2600.9326330468757,-2417.1464039027983,-745.5019513729512,-2042.1243945941271,-inf,-inf,-418.98203987126936,-935.2531639782007
Escherichia_coli_ASM584v2,U00096.3,100,41,-1515.6928801339086,-1638.7853121420144,-1320.1456077476885,-1897.2984405093887,-847.3374880443662,-3228.8302829610716,-11048.154322952321,-13028.12735462289,-1246.381765999881,-724.212613641969
Escherichia_coli_ASM584v2,U00096.3,100,42,-2667.745971330511,-3135.773046787113,-1402.956713963167,-763.7370616916645,-545.1064329005717,-862.7864222652568,-1801.4968317147573,-11095.100180409363,-942.5977759997179,-632.2427308143031
Escherichia_coli_ASM584v2,U00096.3,100,43,-2135.112402744557,-1500.5318130454332,-669.468157351029,-969.7235789390495,-864.9671473523772,-1470.9549610636045,-16983.878475707486,-inf,-840.8676034007465,-884.3355759008364
Escherichia_coli_ASM584v2,U00096.3,100,44,-2558.592726660643,-3141.8660832653445,-2878.9291347223857,-1414.8793145591285,-535.7521579504948,-816.497838898048,-744.1245048024606,-5008.879063918293,-656.1159277888883,-735.0346286864085
Escherichia_coli_ASM584v2,U00096.3,100,45,-3159.673959252169,-1713.7215260269272,-inf,-748.1572478647515,-486.19701634080553,-2624.0940734724213,-inf,-inf,-695.1952849907796,-568.0755375909189
Escherichia_coli_ASM584v2,U00096.3,100,46,-9020.734286165258,-5015.439418558891,-3369.0549066593485,-2870.389815537095,-1033.3439326546002,-424.60514316889146,-1284.7382038023093,-inf,-1026.5992462648476,-1094.7862217943652
Escherichia_coli_ASM584v2,U00096.3,100,47,-2048.750409290916,-983.5004978543518,-684.5560206335442,-591.9501897764783,-625.8559070361264,-2490.659091492478,-inf,-inf,-375.2622539831698,-460.2959094339201
Escherichia_coli_ASM584v2,U00096.3,100,48,-2678.0257598104986,-2424.4505621840176,-1257.9491498717366,-864.4941948326679,-576.2298691434505,-1164.3016827718045,-inf,-inf,-426.1140877116522,-775.7496927257018
Escherichia_coli_ASM584v2,U00096.3,100,49,-2022.7250599697522,-3006.4662155134424,-1115.8239565286665,-2277.737791600023,-491.0933221033193,-1226.0260100592814,-2262.1540519652062,-4068.519971575298,-843.8926618934413,-774.1299341224301
Escherichia_coli_ASM584v2,U00096.3,100,50,-977.9070041473991,-801.4623649525856,-977.1026856455345,-548.1823917038798,-645.25534156,-2378.7790290684125,-5815.55993566916,-15375.483549638055,-564.3003312499395,-315.9027525883562
Escherichia_coli_ASM584v2,U00096.3,100,51,-8947.794084677245,-inf,-1949.1717653235487,-2033.1282852997433,-700.1720786987744,-444.4678436424936,-686.7043373726583,-4103.7894410933095,-1409.4384641585448,-800.8067746744243
Escherichia_coli_ASM584v2,U00096.3,100,52,-512.234723384194,-978.3510803156194,-1441.8089922727681,-2105.0634010011286,-1014.9454248931977,-1028.4123590795323,-7813.614329932839,-inf,-348.92327274110505,-738.721175703783
Escherichia_coli_ASM584v2,U00096.3,100,53,-2043.8133623333852,-2064.78496354097,-1124.6438609750833,-905.1511147508306,-753.6169567669383,-797.780132067176,-2408.918245907862,-7818.848654733322,-541.7328455225711,-674.8620194464299
Escherichia_coli_ASM584v2,U00096.3,100,54,-1574.4865079273363,-3818.1121135156955,-1018.0728303649877,-1234.3765968397868,-607.3541949524058,-5033.505506880226,-inf,-inf,-343.5133144551315,-1248.8268630308207
Escherichia_coli_ASM584v2,U00096.3,100,55,-2392.7620963054733,-931.0062109899873,-1253.8296321464313,-1289.1030010602544,-887.161606250698,-1424.7715145700336,-inf,-inf,-611.9716330600804,-2066.861178845299
Escherichia_coli_ASM584v2,U00096.3,100,56,-1561.514360911055,-inf,-1579.3927052013926,-617.1766653145052,-1204.0108852853182,-1019.0497119138299,-inf,-23082.301052998562,-1942.564045893242,-1989.811999225378
Escherichia_coli_ASM584v2,U00096.3,100,57,-3588.532972321634,-3489.625372854103,-1816.8769076524484,-1308.138984773773,-653.7718851822842,-1241.907448525289,-6603.272532803111,-inf,-675.5391002892918,-646.6077980393343
Escherichia_coli_ASM584v2,U00096.3,100,58,-1924.5874698791881,-3489.8631080850864,-2060.9328208118454,-1445.9450525949471,-1209.052258616686,-826.9192609732038,-inf,-inf,-807.2423076572597,-918.2774318365998
Escherichia_coli_ASM584v2,U00096.3,100,59,-3889.1734196182574,-2894.8123299987255,-2351.9007630683664,-2015.9271996051812,-819.4566407541572,-2712.5132396542763,-1656.3530487942937,-11586.352389708432,-981.9827220348773,-1138.3454137615036
Escherichia_coli_ASM584v2,U00096.3,100,60,-1874.3522508349793,-3227.7184968771767,-1843.972920129237,-691.0251950255133,-415.55942984110976,-663.4278117972033,-2263.418593622335,-17969.90507433324,-653.5282252707316,-456.4508907877288
Escherichia_coli_ASM584v2,U00096.3,100,61,-432.0892744214442,-970.1980438607027,-481.9611203175773,-787.3871758879543,-595.0242795468091,-inf,-5116.494006320857,-inf,-573.0458749961579,-706.3860141435061
Escherichia_coli_ASM584v2,U00096.3,100,62,-1409.9605909409997,-916.7484448612397,-513.9623318963257,-1500.6960031487968,-504.7277622652179,-1894.6652060365,-7774.9001296770275,-53827.55119259213,-681.9575455184668,-1339.1828972449402
Escherichia_coli_ASM584v2,U00096.3,100,63,-1536.2469582550161,-573.2303456669947,-755.2055226669538,-1256.2937374767027,-474.04460430096003,-2910.204760524869,-inf,-inf,-331.3583655823079,-734.3255601790056
Escherichia_coli_ASM584v2,U00096.3,100,64,-4784.3714131733395,-3370.802783984178,-1719.029297754119,-3038.064884425876,-1495.794801635077,-1739.243243923242,-17917.59525961694,-inf,-773.7406047994225,-652.1840645530181
Escherichia_coli_ASM584v2,U00096.3,100,65,-1266.5673128892045,-1349.728082050629,-696.0585169327283,-721.2822528428219,-808.1119347914428,-1702.674778759139,-3994.008525161236,-inf,-606.7898974281763,-627.923662418224
Escherichia_coli_ASM584v2,U00096.3,100,66,-1376.367342174115,-1240.9175123229738,-1122.1518326249127,-1140.5278860670453,-623.5877611551336,-1805.213241602112,-inf,-inf,-685.3337703888728,-583.0161198862793
Escherichia_coli_ASM584v2,U00096.3,100,67,-2766.0112530492524,-2807.976984579885,-665.656896340232,-1589.5918633552371,-1652.0911358125156,-4032.8342570293794,-inf,-inf,-921.0252616435205,-904.8376459116928
Escherichia_coli_ASM584v2,U00096.3,100,68,-1722.1758989481818,-526.0798123348932,-591.7268939739255,-1332.4328342103838,-996.1430786246403,-2985.17798255107,-inf,-inf,-602.0000303210327,-979.0900479323975
Escherichia_coli_ASM584v2,U00096.3,100,69,-4361.900576602102,-640.7012710056417,-2281.0004125802107,-2182.636673205337,-595.8959149543596,-2230.8493966049227,-inf,-inf,-420.5793829603024,-786.0843199068609
Escherichia_coli_ASM584v2,U00096.3,100,70,-891.6454582401099,-614.4420923130635,-696.2436350147918,-2085.0418556344657,-806.0118866089529,-1822.710254177885,-inf,-inf,-833.8582712234418,-868.1037288093414
Escherichia_coli_ASM584v2,U00096.3,100,71,-2344.1440650599034,-2577.4511831923073,-2157.8006522359046,-1893.0016126061753,-1155.15075441284,-1972.574496667412,-inf,-inf,-1374.3972053538607,-775.3580842268871
Escherichia_coli_ASM584v2,U00096.3,100,72,-3572.1975848957245,-1553.967333362925,-5015.159717715405,-1236.8231126197654,-1652.3901655598129,-1036.9138193764918,-inf,-inf,-715.3599512785627,-759.5822956211866
Escherichia_coli_ASM584v2,U00096.3,100,73,-1480.6949908552224,-960.8230963780572,-1191.1395130795365,-1222.3078499210121,-1228.4850384221886,-1727.815662089483,-14550.49868374256,-inf,-1214.8679548760192,-690.5976813709785
Escherichia_coli_ASM584v2,U00096.3,100,74,-2312.378378282602,-2810.180780917062,-985.5565090539303,-1173.2535837418657,-850.0785699188987,-2153.8826178645836,-5299.014107509861,-inf,-637.0055609771857,-611.8313607321454
Escherichia_coli_ASM584v2,U00096.3,100,75,-2533.0144463856604,-1080.6716117798035,-2115.374188069364,-582.7624292556928,-442.97339327312864,-785.9193906697835,-3596.905895584949,-19110.865294623694,-373.85775475322436,-883.8705674074579
Escherichia_coli_ASM584v2,U00096.3,100,76,-5021.158371017017,-2078.9290492995115,-1456.5311034982822,-1750.1435938820644,-514.0968409259867,-inf,-inf,-inf,-665.005533667676,-555.4682674790063
Escherichia_coli_ASM584v2,U00096.3,100,77,-4703.309996755494,-2979.6458719399616,-1284.6569400215533,-793.9274830920382,-1582.1970134175779,-3949.523396544168,-15200.448707930209,-25999.45956663544,-569.6681292365517,-899.4913382511884
Escherichia_coli_ASM584v2,U00096.3,100,78,-1728.5947854363553,-2729.681716112049,-1189.6598117278115,-1121.0337432321535,-582.177810707045,-4660.980798920366,-inf,-inf,-775.3298204083608,-585.5819398315339
Escherichia_coli_ASM584v2,U00096.3,100,79,-1494.486759125909,-1289.517237703766,-1270.8643059105982,-1187.3211207364363,-479.9243420295811,-1879.5290661920458,-inf,-35997.555125008876,-651.4494358620987,-348.82304727850766
Escherichia_coli_ASM584v2,U00096.3,100,80,-2985.0654014453403,-891.8988035443406,-1363.0583681239657,-3902.4655034474595,-908.0094763661548,-719.0714761424158,-695.1899361727175,-2155.0998503744195,-665.4759005039552,-734.9595050219004
Escherichia_coli_ASM584v2,U00096.3,100,81,-1921.4317374272364,-1393.9994814310824,-1720.9801104601872,-750.7207937743169,-1237.1617654578451,-1047.5570638880695,-inf,-inf,-423.92268200681434,-764.7891067466314
Escherichia_coli_ASM584v2,U00096.3,100,82,-2494.6258520594833,-576.7678038401964,-1217.4885347345055,-1496.782107589045,-903.4549340956439,-2075.755376625672,-inf,-inf,-355.02338539803594,-708.4040544200805
Escherichia_coli_ASM584v2,U00096.3,100,83,-3008.0966996496427,-1941.3185359871177,-792.4196543536259,-1029.693730302247,-670.7436301807313,-5730.860450944713,-1653.6367278012729,-11872.192878893326,-945.1376641835616,-562.4726735539634
Escherichia_coli_ASM584v2,U00096.3,100,84,-2147.937026071285,-1098.6685851985953,-853.8835709381667,-1541.5959965468376,-980.1114143763643,-1016.846979206399,-inf,-inf,-672.5520462706277,-986.7248957624943
Escherichia_coli_ASM584v2,U00096.3,100,85,-1156.3263150201801,-1468.0937389239793,-2428.1049955494473,-2135.496410088983,-496.1963965218245,-1125.1222821238528,-inf,-inf,-307.7999723861853,-651.1610107787517
Escherichia_coli_ASM584v2,U00096.3,100,86,-1733.5254506460678,-1640.8978590436288,-592.5476668478616,-1180.9409724453503,-890.9110154266343,-1510.780451417833,-inf,-inf,-1178.391691124176,-1159.1886115801792
Escherichia_coli_ASM584v2,U00096.3,100,87,-2638.7584087045902,-925.8638246965697,-1102.4429688033686,-1029.9317184225445,-807.5549560812492,-inf,-1821.2083795209378,-inf,-917.0345310743626,-364.17919233332617
Escherichia_coli_ASM584v2,U00096.3,100,88,-2390.51830388182,-inf,-2213.7901503122453,-995.4940806846547,-395.2236864518106,-8176.044803718019,-28873.515651058562,-43982.435207089235,-1391.052434543325,-1799.7184398855973
Escherichia_coli_ASM584v2,U00096.3,100,89,-3787.3474871615385,-3628.5574024492016,-1628.9012406757654,-950.5497057274371,-1416.8559528860196,-10864.849249784134,-inf,-inf,-489.41596588656506,-1059.1763394358604
Escherichia_coli_ASM584v2,U00096.3,100,90,-1866.8227168107223,-1429.4870047538275,-387.28419311879475,-1282.647954775485,-441.68578542221456,-2327.1169410970892,-inf,-inf,-1103.4921503475464,-1506.7337672612296
Escherichia_coli_ASM584v2,U00096.3,100,91,-2565.970623425376,-1264.062905286205,-1091.6507454263353,-1744.596366857813,-1609.8235317644817,-3021.9649502678435,-inf,-inf,-398.2346047435456,-1867.3611586305267
Escherichia_coli_ASM584v2,U00096.3,100,92,-3117.944381543114,-1033.5887797274477,-881.616933423014,-965.912611313604,-737.5072923598307,-1851.6395684297638,-2876.5115144948695,-7042.642097399443,-434.74167446356506,-810.4802520402343
Escherichia_coli_ASM584v2,U00096.3,100,93,-3870.1951007679345,-2029.4797187755821,-469.63815985521774,-713.4178950100153,-399.440150809495,-2706.041176936718,-8767.351335276839,-inf,-501.93047957392497,-775.482234937914
Escherichia_coli_ASM584v2,U00096.3,100,94,-694.6814733785377,-1321.0463531209432,-1097.2657787652174,-747.4276495842065,-1284.4054003215003,-2096.769003073013,-inf,-40156.64521001003,-422.5610154089687,-989.9561686870047
Escherichia_coli_ASM584v2,U00096.3,100,95,-1819.9743758714103,-1447.0903405157842,-1045.7472152939315,-665.8661899439038,-842.8990508161087,-1251.65965923915,-11286.351767555101,-14653.673298967062,-533.7927065859544,-247.12479430093032
Escherichia_coli_ASM584v2,U00096.3,100,96,-2041.675632962662,-1187.7260358559024,-1112.6768353629302,-472.1597723137146,-829.5694481064932,-1418.782675902033,-inf,-inf,-802.0542992473688,-482.25007109134145
Escherichia_coli_ASM584v2,U00096.3,100,97,-1155.686684316005,-859.7095324811798,-881.7416757476828,-785.9418639378725,-1240.4220107223607,-551.574561740124,-2811.301640898354,-4861.293105207966,-848.0997966385589,-736.795821915568
Escherichia_coli_ASM584v2,U00096.3,100,98,-1997.1857197355134,-1359.7218474158087,-1079.2145499524277,-1066.929952141266,-531.8368238346147,-inf,-inf,-inf,-1207.6299515335363,-759.6190810016633
Escherichia_coli_ASM584v2,U00096.3,100,99,-2489.8107237880417,-1394.2963078899002,-inf,-1195.2306831586798,-439.02711752638453,-1955.804075993865,-inf,-inf,-535.2727296443124,-610.9912269509373
Escherichia_coli_ASM584v2,U00096.3,200,0,-1061.361897380069,-1160.381260971413,-2012.6212317489337,-1237.6332154734848,-487.29013839724564,-3284.4515735831574,-5259.114172090227,-inf,-558.4949731866841,-780.2262518819799
Escherichia_coli_ASM584v2,U00096.3,200,1,-1094.7796067477398,-1880.548067769216,-2031.3727972154238,-1510.9783084601052,-455.8180300970837,-2030.5833232242458,-10315.182704580297,-inf,-467.23555493932065,-702.8054708490324
Escherichia_coli_ASM584v2,U00096.3,200,2,-853.21780516572,-788.4641880508013,-1230.203769398453,-866.9618552907959,-478.28476900552914,-4786.290945832968,-21663.836120777843,-inf,-578.0178482375305,-1746.135538881383
Escherichia_coli_ASM584v2,U00096.3,200,3,-2263.789990788311,-4907.799694878538,-2915.8427034424944,-1950.5086833942246,-1505.3080929537507,-2106.1347292074583,-9480.095881999792,-43609.4195346286,-829.609166763456,-1499.808605514788
Escherichia_coli_ASM584v2,U00096.3,200,4,-1748.1567957178136,-2256.9010355686273,-909.5054476663427,-1778.233198025539,-878.8704848148521,-2301.0127490314303,-15687.973395718322,-inf,-837.4118405960355,-1360.9753013714535
Escherichia_coli_ASM584v2,U00096.3,200,5,-1261.322536750072,-1319.5198876656714,-1794.2265548106784,-2637.3089207196667,-533.0993035652151,-8324.925889388365,-25131.991200802895,-inf,-418.6803442105962,-879.054998196067
Escherichia_coli_ASM584v2,U00096.3,200,6,-2216.229706658785,-1338.3029719478789,-930.1008412782368,-2349.9829017544976,-825.9551091558646,-1567.9793599802545,-8978.230304394594,-49056.803259870016,-1021.4485473104043,-994.6525367079663
Escherichia_coli_ASM584v2,U00096.3,200,7,-660.3112925105924,-721.2574068886213,-483.1487251880681,-1220.5062972454723,-473.9843860590943,-1740.2483955678638,-8281.068872044234,-inf,-837.3927199441088,-603.7832076116335
Escherichia_coli_ASM584v2,U00096.3,200,8,-4629.7577950124105,-4748.708947313776,-4142.58416627764,-2052.0563676365523,-349.4958726817413,-892.5436606330954,-1376.508900671189,-24708.45475776877,-609.0026556683098,-858.6280446048365
Escherichia_coli_ASM584v2,U00096.3,200,9,-2486.8986163745017,-2111.851026141023,-879.6955008214429,-717.8886690695592,-526.7064832074859,-3568.474170009524,-7022.413511419355,-inf,-1406.4601696387633,-1334.822116365826
Escherichia_coli_ASM584v2,U00096.3,200,10,-3830.0606184810376,-1861.8325477688506,-846.2731178039662,-2241.2392286940635,-869.5272255052108,-1622.8606904367643,-36114.59654569532,-inf,-709.6444416349683,-820.4667571320147
Escherichia_coli_ASM584v2,U00096.3,200,11,-996.7202024093468,-1371.5666127476377,-802.9460184275662,-1340.4896261880376,-766.6061250748153,-5673.757516021493,-inf,-inf,-1029.0520874572617,-960.8796797157929
Escherichia_coli_ASM584v2,U00096.3,200,12,-2221.7441959456673,-7202.19190571513,-2585.74349831969,-2121.0370324784362,-1164.9085308238816,-2431.508000708039,-3969.7108342947004,-18179.192347683416,-697.6986420309877,-1848.641814106662
Escherichia_coli_ASM584v2,U00096.3,200,13,-1470.631785034778,-1483.221759128436,-545.2576048362163,-1181.093225353345,-963.6936072049667,-4216.81863900259,-56507.93679681024,-inf,-783.5036768323811,-1362.403811286702
Escherichia_coli_ASM584v2,U00096.3,200,14,-759.4635007663377,-662.6257018069748,-882.0133869975269,-561.2375616856714,-824.4448112597358,-1290.4903849051639,-2903.1597336348445,-inf,-538.705817004991,-1010.4317411007191
Escherichia_coli_ASM584v2,U00096.3,200,15,-2757.239644216472,-1345.003376708423,-705.7680555847862,-1301.272977923639,-493.9522849797629,-1892.124030047917,-21705.001529588328,-inf,-587.2707337683643,-1432.6012507637831
Escherichia_coli_ASM584v2,U00096.3,200,16,-880.2798660600835,-713.9535060252413,-933.0853561222888,-1475.4145018194615,-1336.9476851619224,-2566.0908563559583,-inf,-inf,-519.2701701239436,-1552.2861309509012
Escherichia_coli_ASM584v2,U00096.3,200,17,-2894.8402044136647,-1275.2773543170345,-1494.0935096054202,-1049.2086864297205,-573.9249363063064,-5711.49272374022,-32474.201783797602,-inf,-377.8233706644718,-1064.5783679312985
Escherichia_coli_ASM584v2,U00096.3,200,18,-828.5015333918226,-1684.8612997445814,-729.5451618909218,-832.6420102345311,-1147.0760651316746,-2654.5985834873977,-15108.578627227002,-inf,-307.45292639610466,-1057.292855426497
Escherichia_coli_ASM584v2,U00096.3,200,19,-4012.097362194106,-2413.05032537335,-1194.163583171425,-1882.7018168806426,-728.6569117053245,-1589.4741172125234,-6872.54938823209,-inf,-965.3155299597083,-828.4586070783455
Escherichia_coli_ASM584v2,U00096.3,200,20,-1916.626041442697,-3146.9814298580964,-1866.1264494451973,-2364.0001467666434,-760.7171014026279,-5011.538551887165,-8924.989623932366,-inf,-620.6287689626241,-1017.7408326296788
Escherichia_coli_ASM584v2,U00096.3,200,21,-1231.781860945498,-1357.7288215501642,-753.2962616540491,-1199.0597520127653,-466.539106412554,-2930.987783876102,-16707.737601298286,-inf,-443.4878449512938,-659.0661623247983
Escherichia_coli_ASM584v2,U00096.3,200,22,-7810.568930863786,-12379.599644155433,-2799.492562671116,-2595.866630497883,-840.5705006583136,-652.6230510230463,-1327.0600276677972,-13352.985464499114,-546.6453642005129,-1011.5768880650269
Escherichia_coli_ASM584v2,U00096.3,200,23,-4611.383498048194,-2998.841095055258,-686.5791774306493,-1447.988358108381,-656.330117902761,-1500.7987823585447,-6054.321318627341,-inf,-626.0036882843277,-554.6638889378328
Escherichia_coli_ASM584v2,U00096.3,200,24,-1384.884673071769,-2128.8704018015037,-828.1437436103605,-1586.9406448678726,-1049.9524961508844,-3532.0436263318697,-11043.979284612167,-31860.448836329015,-1038.0641384498583,-325.8007866816992
